"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","MORT-30-AMI Achievement Threshold","MORT-30-AMI Benchmark","MORT-30-AMI Baseline Rate","MORT-30-AMI Performance Rate","MORT-30-AMI Achievement Points","MORT-30-AMI Improvement Points","MORT-30-AMI Measure Score","MORT-30-COPD Achievement Threshold","MORT-30-COPD Benchmark","MORT-30-COPD Baseline Rate","MORT-30-COPD Performance Rate","MORT-30-COPD Achievement Points","MORT-30-COPD Improvement Points","MORT-30-COPD Measure Score","MORT-30-HF Achievement Threshold","MORT-30-HF Benchmark","MORT-30-HF Baseline Rate","MORT-30-HF Performance Rate","MORT-30-HF Achievement Points","MORT-30-HF Improvement Points","MORT-30-HF Measure Score","MORT-30-PN Achievement Threshold","MORT-30-PN Benchmark","MORT-30-PN Baseline Rate","MORT-30-PN Performance Rate","MORT-30-PN Achievement Points","MORT-30-PN Improvement Points","MORT-30-PN Measure Score","COMP-HIP-KNEE Achievement Threshold","COMP-HIP-KNEE Benchmark","COMP-HIP-KNEE Baseline Rate","COMP-HIP-KNEE Performance Rate","COMP-HIP-KNEE Achievement Points","COMP-HIP-KNEE Improvement Points","COMP-HIP-KNEE Measure Score"
"2021","170182",MENORAH MEDICAL CENTER,"5721 WEST 119TH STREET",OVERLAND PARK,KS,"66209",Johnson,"0.860355","0.879714","0.852142","0.881513","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.923587","0.925231","2 out of 10","1 out of 9","2 out of 10","0.883803","0.906144","0.880789","0.899549","7 out of 10","7 out of 9","7 out of 10","0.836122","0.870506","0.810263","0.864091","8 out of 10","8 out of 9","8 out of 10","0.031157","0.022418","0.030682","0.027134","5 out of 10","4 out of 9","5 out of 10"
"2021","170185",SAINT LUKE'S SOUTH HOSPITAL,"12300 METCALF AVENUE",OVERLAND PARK,KS,"66213",Johnson,"0.860355","0.879714","0.877071","0.883691","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.915636","0.922456","0 out of 10","2 out of 9","2 out of 10","0.883803","0.906144","0.897354","0.914162","10 out of 10","9 out of 9","10 out of 10","0.836122","0.870506","0.883456","0.855223","5 out of 10","0 out of 9","5 out of 10","0.031157","0.022418","0.038015","0.015578","10 out of 10","9 out of 9","10 out of 10"
"2021","170186",KANSAS HEART HOSPITAL,"3601 NORTH WEBB ROAD",WICHITA,KS,"67226",Sedgwick,"0.860355","0.879714","0.875277","0.868132","4 out of 10","0 out of 9","4 out of 10","0.923253","0.938664",Not Available,Not Available,Not Available,Not Available,Not Available,"0.883803","0.906144","0.899839","0.900014","7 out of 10","0 out of 9","7 out of 10","0.836122","0.870506",Not Available,Not Available,Not Available,Not Available,Not Available,"0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","170197",KANSAS MEDICAL CENTER LLC,"1124 WEST 21ST STREET",ANDOVER,KS,"67002",Butler,"0.860355","0.879714","0.864019","0.878952","9 out of 10","9 out of 9","9 out of 10","0.923253","0.938664","0.910627","0.913567","0 out of 10","1 out of 9","1 out of 10","0.883803","0.906144","0.895023","0.906250","10 out of 10","9 out of 9","10 out of 10","0.836122","0.870506","0.856966","0.818917","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.020394","0.019501","10 out of 10","9 out of 9","10 out of 10"
"2021","170200","ASCENSION VIA CHRISTI HOSPITAL ST. TERESA, INC.","14800 WEST ST TERESA",WICHITA,KS,"67235",Sedgwick,"0.860355","0.879714",Not Available,"0.867823","4 out of 10",Not Available,"4 out of 10","0.923253","0.938664","0.926037","0.904904","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.891471","0.880209","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.857208","0.877800","10 out of 10","9 out of 9","10 out of 10","0.031157","0.022418","0.028849","0.041945","0 out of 10","0 out of 9","0 out of 10"
"2021","180001",ST ELIZABETH FT THOMAS,"85 NORTH GRAND AVENUE",FORT THOMAS,KY,"41075",Campbell,"0.860355","0.879714","0.853198","0.868913","4 out of 10","5 out of 9","5 out of 10","0.923253","0.938664","0.929020","0.916999","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.883072","0.893960","5 out of 10","4 out of 9","5 out of 10","0.836122","0.870506","0.836612","0.820207","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","180002",WHITESBURG ARH HOSPITAL,"240 HOSPITAL ROAD",WHITESBURG,KY,"41858",Letcher,"0.860355","0.879714",Not Available,"0.881285","10 out of 10",Not Available,"10 out of 10","0.923253","0.938664","0.936017","0.920803","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.880353","0.891513","4 out of 10","4 out of 9","4 out of 10","0.836122","0.870506","0.847627","0.844791","3 out of 10","0 out of 9","3 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","180004",OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,"440 HOPKINSVILLE STREET",GREENVILLE,KY,"42345",Muhlenberg,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.927779","0.925908","2 out of 10","0 out of 9","2 out of 10","0.883803","0.906144","0.885709","0.878293","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.831188","0.850924","4 out of 10","5 out of 9","5 out of 10","0.031157","0.022418","0.032434","0.026670","5 out of 10","5 out of 9","5 out of 10"
"2021","180009",KING'S DAUGHTERS' MEDICAL CENTER,"2201 LEXINGTON AVENUE",ASHLAND,KY,"41101",Boyd,"0.860355","0.879714","0.853658","0.864269","2 out of 10","4 out of 9","4 out of 10","0.923253","0.938664","0.935463","0.907010","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.900494","0.891956","4 out of 10","0 out of 9","4 out of 10","0.836122","0.870506","0.830382","0.815549","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.032578","0.019426","10 out of 10","9 out of 9","10 out of 10"
"2021","180010",SAINT JOSEPH HOSPITAL,ONE SAINT JOSEPH DRIVE,LEXINGTON,KY,"40504",Fayette,"0.860355","0.879714","0.863871","0.864785","3 out of 10","0 out of 9","3 out of 10","0.923253","0.938664","0.917664","0.926651","2 out of 10","4 out of 9","4 out of 10","0.883803","0.906144","0.877636","0.912489","10 out of 10","9 out of 9","10 out of 10","0.836122","0.870506","0.827902","0.850774","4 out of 10","5 out of 9","5 out of 10","0.031157","0.022418","0.041207","0.025678","6 out of 10","8 out of 9","8 out of 10"
"2021","180011",SAINT JOSEPH LONDON,"1001 SAINT JOSEPH LANE",LONDON,KY,"40741",Laurel,"0.860355","0.879714","0.866319","0.874761","7 out of 10","6 out of 9","7 out of 10","0.923253","0.938664","0.926828","0.922079","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.898599","0.886968","2 out of 10","0 out of 9","2 out of 10","0.836122","0.870506","0.867855","0.853653","5 out of 10","0 out of 9","5 out of 10","0.031157","0.022418","0.047634","0.021292","10 out of 10","9 out of 9","10 out of 10"
"2021","180012",HARDIN MEMORIAL HOSPITAL,"913 NORTH DIXIE AVENUE",ELIZABETHTOWN,KY,"42701",Hardin,"0.860355","0.879714","0.855873","0.858770","0 out of 10","1 out of 9","1 out of 10","0.923253","0.938664","0.920711","0.932101","6 out of 10","6 out of 9","6 out of 10","0.883803","0.906144","0.884249","0.895401","5 out of 10","5 out of 9","5 out of 10","0.836122","0.870506","0.839704","0.836988","1 out of 10","0 out of 9","1 out of 10","0.031157","0.022418","0.032317","0.024642","7 out of 10","7 out of 9","7 out of 10"
"2021","180013",THE MEDICAL CENTER AT BOWLING GREEN,"250 PARK STREET",BOWLING GREEN,KY,"42101",Warren,"0.860355","0.879714","0.871088","0.863591","2 out of 10","0 out of 9","2 out of 10","0.923253","0.938664","0.887655","0.891439","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.901802","0.856063","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.831572","0.832500","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.035197","0.023632","8 out of 10","9 out of 9","9 out of 10"
"2021","180017",T J SAMSON COMMUNITY HOSPITAL,"1301 NORTH RACE STREET",GLASGOW,KY,"42141",Barren,"0.860355","0.879714","0.857060","0.877232","8 out of 10","8 out of 9","8 out of 10","0.923253","0.938664","0.916813","0.904386","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.863428","0.856755","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.823992","0.841548","2 out of 10","3 out of 9","3 out of 10","0.031157","0.022418","0.032782","0.031771","0 out of 10","0 out of 9","0 out of 10"
"2021","180018",ST CLAIRE REGIONAL MEDICAL CENTER,"222 MEDICAL CIRCLE",MOREHEAD,KY,"40351",Rowan,"0.860355","0.879714","0.868257","0.885736","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.929929","0.916250","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.882537","0.875798","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.821594","0.854608","5 out of 10","6 out of 9","6 out of 10","0.031157","0.022418","0.041962","0.021368","10 out of 10","9 out of 9","10 out of 10"
"2021","180019",MEADOWVIEW REGIONAL MEDICAL CENTER,"989 MEDICAL PARK DRIVE",MAYSVILLE,KY,"41056",Mason,"0.860355","0.879714","0.851239","0.880774","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.928754","0.918790","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.872880","0.899491","7 out of 10","7 out of 9","7 out of 10","0.836122","0.870506","0.795268","0.851676","5 out of 10","7 out of 9","7 out of 10","0.031157","0.022418","0.032108","0.027784","4 out of 10","4 out of 9","4 out of 10"
"2021","180020",MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,"3600 WEST CUMBERLAND AVENUE",MIDDLESBORO,KY,"40965",Bell,"0.860355","0.879714","0.846659","0.872734","6 out of 10","7 out of 9","7 out of 10","0.923253","0.938664","0.925589","0.925164","2 out of 10","0 out of 9","2 out of 10","0.883803","0.906144","0.870208","0.899243","7 out of 10","8 out of 9","8 out of 10","0.836122","0.870506","0.840271","0.847970","4 out of 10","2 out of 9","4 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","180024",SPRING VIEW HOSPITAL,"320 LORETTO ROAD",LEBANON,KY,"40033",Marion,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.917503","0.913572","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.875660","0.873726","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.811461","0.837303","1 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.027820","0.024544","7 out of 10","6 out of 9","7 out of 10"
"2021","180025",FLAGET MEMORIAL HOSPITAL,"4305 NEW SHEPHERDSVILLE ROAD",BARDSTOWN,KY,"40004",Nelson,"0.860355","0.879714","0.855473","0.873169","6 out of 10","7 out of 9","7 out of 10","0.923253","0.938664","0.929989","0.915729","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.893428","0.887724","2 out of 10","0 out of 9","2 out of 10","0.836122","0.870506","0.812054","0.847047","3 out of 10","5 out of 9","5 out of 10","0.031157","0.022418","0.053444","0.028140","4 out of 10","8 out of 9","8 out of 10"
"2021","180027",MURRAY-CALLOWAY COUNTY HOSPITAL,"803 POPLAR STREET",MURRAY,KY,"42071",Calloway,"0.860355","0.879714","0.849690","0.873226","6 out of 10","7 out of 9","7 out of 10","0.923253","0.938664","0.928319","0.912766","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.864165","0.888043","2 out of 10","5 out of 9","5 out of 10","0.836122","0.870506","0.799387","0.821743","0 out of 10","3 out of 9","3 out of 10","0.031157","0.022418","0.041941","0.031011","1 out of 10","5 out of 9","5 out of 10"
"2021","180029",HAZARD ARH REGIONAL MEDICAL CENTER,"100 MEDICAL CENTER DRIVE",HAZARD,KY,"41701",Perry,"0.860355","0.879714","0.826043","0.876636","8 out of 10","9 out of 9","9 out of 10","0.923253","0.938664","0.926322","0.893831","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.882478","0.886764","2 out of 10","1 out of 9","2 out of 10","0.836122","0.870506","0.832172","0.822710","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.028757","0.025755","6 out of 10","4 out of 9","6 out of 10"
"2021","180035",ST ELIZABETH MEDICAL CENTER NORTH,"1 MEDICAL VILLAGE DRIVE",EDGEWOOD,KY,"41017",Kenton,"0.860355","0.879714","0.880315","0.881797","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.918512","0.900979","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.881133","0.897116","6 out of 10","6 out of 9","6 out of 10","0.836122","0.870506","0.859815","0.852478","5 out of 10","0 out of 9","5 out of 10","0.031157","0.022418","0.038313","0.022728","9 out of 10","9 out of 9","9 out of 10"
"2021","180036",OUR LADY OF BELLEFONTE HOSPITAL,"1000 SAINT CHRISTOPHER DRIVE",ASHLAND,KY,"41101",Boyd,"0.860355","0.879714","0.862965","0.861259","1 out of 10","0 out of 9","1 out of 10","0.923253","0.938664","0.939036","0.931140","5 out of 10","0 out of 9","5 out of 10","0.883803","0.906144","0.888733","0.876842","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.834037","0.856125","6 out of 10","6 out of 9","6 out of 10","0.031157","0.022418","0.042207","0.027556","4 out of 10","7 out of 9","7 out of 10"
"2021","180038",OWENSBORO HEALTH REGIONAL HOSPITAL,"1201 PLEASANT VALLEY ROAD",OWENSBORO,KY,"42303",Daviess,"0.860355","0.879714","0.867956","0.880914","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.926886","0.896128","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.890857","0.863635","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.833419","0.810114","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.024074","0.018088","10 out of 10","9 out of 9","10 out of 10"
"2021","180040",UOFL HEALTH - JEWISH HOSPITAL,"200 ABRAHAM FLEXNER WAY",LOUISVILLE,KY,"40202",Jefferson,"0.860355","0.879714","0.881655","0.875041","7 out of 10","0 out of 9","7 out of 10","0.923253","0.938664","0.925801","0.917190","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.900786","0.913141","10 out of 10","9 out of 9","10 out of 10","0.836122","0.870506","0.822229","0.836172","1 out of 10","2 out of 9","2 out of 10","0.031157","0.022418","0.036588","0.034880","0 out of 10","1 out of 9","1 out of 10"
"2021","180043",ADVENTHEALTH MANCHESTER,"210 MARIE LANGDON DRIVE",MANCHESTER,KY,"40962",Clay,"0.860355","0.879714","0.862944",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.945051","0.930982","5 out of 10","0 out of 9","5 out of 10","0.883803","0.906144","0.887021","0.897263","6 out of 10","5 out of 9","6 out of 10","0.836122","0.870506","0.872763","0.870993","10 out of 10","0 out of 9","10 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","180044",PIKEVILLE MEDICAL CENTER,"911 BYPASS ROAD",PIKEVILLE,KY,"41501",Pike,"0.860355","0.879714","0.868798","0.862593","2 out of 10","0 out of 9","2 out of 10","0.923253","0.938664","0.930034","0.914022","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.892237","0.902855","8 out of 10","7 out of 9","8 out of 10","0.836122","0.870506","0.823380","0.867181","9 out of 10","9 out of 9","9 out of 10","0.031157","0.022418","0.028474","0.018607","10 out of 10","9 out of 9","10 out of 10"
"2021","180045",ST ELIZABETH FLORENCE,"4900 HOUSTON ROAD",FLORENCE,KY,"41042",Boone,"0.860355","0.879714","0.880250","0.869234","5 out of 10","0 out of 9","5 out of 10","0.923253","0.938664","0.932310","0.915152","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.891126","0.893463","4 out of 10","1 out of 9","4 out of 10","0.836122","0.870506","0.837505","0.867780","9 out of 10","9 out of 9","9 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","180048",EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,"217 SOUTH THIRD STREET",DANVILLE,KY,"40422",Boyle,"0.860355","0.879714","0.868611","0.872031","6 out of 10","3 out of 9","6 out of 10","0.923253","0.938664","0.913619","0.924164","1 out of 10","4 out of 9","4 out of 10","0.883803","0.906144","0.857353","0.848766","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.842752","0.827046","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.038740","0.031463","0 out of 10","4 out of 9","4 out of 10"
"2021","180049",BAPTIST HEALTH RICHMOND,"801 EASTERN BYPASS",RICHMOND,KY,"40475",Madison,"0.860355","0.879714","0.861012","0.866031","3 out of 10","2 out of 9","3 out of 10","0.923253","0.938664","0.923138","0.902302","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.870817","0.860026","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.803674","0.815364","0 out of 10","1 out of 9","1 out of 10","0.031157","0.022418","0.029709","0.025635","6 out of 10","5 out of 9","6 out of 10"
"2021","180050",HARLAN ARH HOSPITAL,"81 BALL PARK ROAD",HARLAN,KY,"40831",Harlan,"0.860355","0.879714","0.848476","0.877292","8 out of 10","9 out of 9","9 out of 10","0.923253","0.938664","0.925489","0.924847","1 out of 10","0 out of 9","1 out of 10","0.883803","0.906144","0.868041","0.864906","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.809966","0.848460","4 out of 10","6 out of 9","6 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","180051",JENNIE STUART MEDICAL CENTER,"320 WEST 18TH STREET",HOPKINSVILLE,KY,"42240",Christian,"0.860355","0.879714","0.867618","0.858863","0 out of 10","0 out of 9","0 out of 10","0.923253","0.938664","0.906041","0.911194","0 out of 10","1 out of 9","1 out of 10","0.883803","0.906144","0.895659","0.890915","3 out of 10","0 out of 9","3 out of 10","0.836122","0.870506","0.804557","0.825393","0 out of 10","3 out of 9","3 out of 10","0.031157","0.022418","0.030359","0.035637","0 out of 10","0 out of 9","0 out of 10"
"2021","180056",METHODIST HOSPITAL,"1305 N ELM ST",HENDERSON,KY,"42420",Henderson,"0.860355","0.879714","0.859258","0.879255","9 out of 10","9 out of 9","9 out of 10","0.923253","0.938664","0.922808","0.904512","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.890046","0.891194","3 out of 10","0 out of 9","3 out of 10","0.836122","0.870506","0.837340","0.859701","7 out of 10","6 out of 9","7 out of 10","0.031157","0.022418","0.026632","0.024915","7 out of 10","4 out of 9","7 out of 10"
"2021","180064",SAINT JOSEPH MOUNT STERLING,"225 FALCON DRIVE",MOUNT STERLING,KY,"40353",Montgomery,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.926846","0.921350","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.880508","0.885311","1 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.825031","0.839396","1 out of 10","3 out of 9","3 out of 10","0.031157","0.022418","0.048168","0.023661","8 out of 10","9 out of 9","9 out of 10"
"2021","180066",LOGAN MEMORIAL HOSPITAL,"1625 NASHVILLE STREET",RUSSELLVILLE,KY,"42276",Logan,"0.860355","0.879714","0.863212",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.935501","0.924572","1 out of 10","0 out of 9","1 out of 10","0.883803","0.906144","0.901306","0.890127","3 out of 10","0 out of 9","3 out of 10","0.836122","0.870506","0.846138","0.832877","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","180067",UNIVERSITY OF KENTUCKY HOSPITAL,"800 ROSE STREET",LEXINGTON,KY,"40536",Fayette,"0.860355","0.879714","0.845238","0.857221","0 out of 10","3 out of 9","3 out of 10","0.923253","0.938664","0.922345","0.916475","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.886658","0.872099","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.809475","0.845951","3 out of 10","5 out of 9","5 out of 10","0.031157","0.022418","0.022762","0.023018","9 out of 10","0 out of 9","9 out of 10"
"2021","180069",TUG VALLEY ARH REGIONAL MEDICAL CENTER,"260 HOSPITAL DRIVE",SOUTH WILLIAMSON,KY,"41503",Pike,"0.860355","0.879714",Not Available,"0.876529","8 out of 10",Not Available,"8 out of 10","0.923253","0.938664","0.936084","0.921358","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.896921","0.894095","5 out of 10","0 out of 9","5 out of 10","0.836122","0.870506","0.838297","0.853496","5 out of 10","4 out of 9","5 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","180070",TWIN LAKES REGIONAL MEDICAL CENTER,"910 WALLACE AVENUE",LEITCHFIELD,KY,"42754",Grayson,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.934812","0.913609","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.885395","0.870599","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.855426","0.843057","2 out of 10","0 out of 9","2 out of 10","0.031157","0.022418","0.033544","0.022482","9 out of 10","9 out of 9","9 out of 10"
"2021","180078",PAUL B HALL REGIONAL MEDICAL CENTER,"625 JAMES S TRIMBLE BOULEVARD",PAINTSVILLE,KY,"41240",Johnson,"0.860355","0.879714","0.866507","0.863570","2 out of 10","0 out of 9","2 out of 10","0.923253","0.938664","0.924186","0.910562","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.882563","0.890557","3 out of 10","3 out of 9","3 out of 10","0.836122","0.870506","0.829939","0.826988","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","180079",HARRISON MEMORIAL HOSPITAL,"1210 KY HWY 36 E",CYNTHIANA,KY,"41031",Harrison,"0.860355","0.879714","0.849825","0.858198","0 out of 10","2 out of 9","2 out of 10","0.923253","0.938664","0.915396","0.910617","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.872944","0.878690","0 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.818286","0.817649","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","180087",TAYLOR REGIONAL HOSPITAL,"1700 OLD LEBANON ROAD",CAMPBELLSVILLE,KY,"42718",Taylor,"0.860355","0.879714","0.865902","0.870340","5 out of 10","3 out of 9","5 out of 10","0.923253","0.938664","0.910928","0.907281","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.879206","0.903466","8 out of 10","9 out of 9","9 out of 10","0.836122","0.870506","0.854549","0.875562","10 out of 10","9 out of 9","10 out of 10","0.031157","0.022418","0.029041","0.027653","4 out of 10","2 out of 9","4 out of 10"
"2021","180088",NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,"200 EAST CHESTNUT STREET",LOUISVILLE,KY,"40202",Jefferson,"0.860355","0.879714","0.858666","0.881581","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.928000","0.915693","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.899196","0.895916","5 out of 10","0 out of 9","5 out of 10","0.836122","0.870506","0.830650","0.860611","7 out of 10","7 out of 9","7 out of 10","0.031157","0.022418","0.030985","0.031230","0 out of 10","0 out of 9","0 out of 10"
"2021","180092",CLARK REGIONAL MEDICAL CENTER,"175 HOSPITAL DRIVE",WINCHESTER,KY,"40391",Clark,"0.860355","0.879714","0.873477","0.874305","7 out of 10","1 out of 9","7 out of 10","0.923253","0.938664","0.924420","0.926679","3 out of 10","1 out of 9","3 out of 10","0.883803","0.906144","0.891933","0.888593","2 out of 10","0 out of 9","2 out of 10","0.836122","0.870506","0.859431","0.829208","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.031952","0.021732","10 out of 10","9 out of 9","10 out of 10"
"2021","180093",BAPTIST HEALTH MADISONVILLE,"900 HOSPITAL DRIVE",MADISONVILLE,KY,"42431",Hopkins,"0.860355","0.879714","0.863957","0.873191","6 out of 10","5 out of 9","6 out of 10","0.923253","0.938664","0.903799","0.887337","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.847561","0.862153","0 out of 10","2 out of 9","2 out of 10","0.836122","0.870506","0.802944","0.804641","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.034918","0.020616","10 out of 10","9 out of 9","10 out of 10"
"2021","180101",GEORGETOWN COMMUNITY HOSPITAL,"1140 LEXINGTON ROAD",GEORGETOWN,KY,"40324",Scott,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.921890","0.895217","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.891356","0.871744","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.822505","0.831240","0 out of 10","1 out of 9","1 out of 10","0.031157","0.022418",Not Available,"0.032599","0 out of 10",Not Available,"0 out of 10"
"2021","180102",LOURDES HOSPITAL,"1530 LONE OAK ROAD",PADUCAH,KY,"42003",McCracken,"0.860355","0.879714","0.829019","0.868598","4 out of 10","7 out of 9","7 out of 10","0.923253","0.938664","0.910699","0.913412","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.870939","0.871850","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.834686","0.849572","4 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.042031","0.024702","7 out of 10","8 out of 9","8 out of 10"
"2021","180103",BAPTIST HEALTH LEXINGTON,"1740 NICHOLASVILLE ROAD",LEXINGTON,KY,"40503",Fayette,"0.860355","0.879714","0.839074","0.867409","4 out of 10","6 out of 9","6 out of 10","0.923253","0.938664","0.906736","0.918166","0 out of 10","3 out of 9","3 out of 10","0.883803","0.906144","0.866115","0.871507","0 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.854901","0.847164","3 out of 10","0 out of 9","3 out of 10","0.031157","0.022418","0.023803","0.023734","8 out of 10","0 out of 9","8 out of 10"
"2021","180104",BAPTIST HEALTH PADUCAH,"2501 KENTUCKY AVENUE",PADUCAH,KY,"42003",McCracken,"0.860355","0.879714","0.847847","0.854421","0 out of 10","2 out of 9","2 out of 10","0.923253","0.938664","0.908998","0.895318","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.861878","0.862422","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.829252","0.845771","3 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.034181","0.030825","1 out of 10","2 out of 9","2 out of 10"
"2021","180105",MONROE COUNTY MEDICAL CENTER,"529 CAPP HARLAN ROAD",TOMPKINSVILLE,KY,"42167",Monroe,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.924011","0.896368","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.881915","0.884024","1 out of 10","0 out of 9","1 out of 10","0.836122","0.870506","0.826241","0.832777","0 out of 10","1 out of 9","1 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
